index	Journal	Article Title	Year	Affiliation	Country
108	International journal of systematic and evolutionary microbiology	Paenibacillus xerothermodurans sp. nov., an extremely dry heat resistant spore forming bacterium isolated from the soil of Cape Canaveral, Florida.	2018	1​Microbial Type Culture Collection and Gene Bank (MTCC), Institute of Microbial Technology, Chandigarh 160 036, India.	india
109	International journal of systematic and evolutionary microbiology	Flavobacterium effusum sp. nov., isolated from a freshwater river.	2018	1​Laboratory of Microbiology, Department of Seafood Science, National Kaohsiung University of Science and Technology, No. 142, Hai-Chuan Rd. Nan-Tzu, Kaohsiung City 811, Taiwan, ROC.	taiwan
110	International journal of systematic and evolutionary microbiology	Deinococcus irradiatisoli sp. nov., isolated from gamma ray-irradiated soil.	2018	1​Department of Bio & Environmental Technology, College of Natural Science, Seoul Women's University, Seoul 139-774, Republic of Korea.	south korea
111	Current microbiology	Confluentibacter flavum sp. nov., Isolated from the Saline Lake.	2018	College of Life Sciences, Zhejiang University, Hangzhou, 310058, People's Republic of China.	china
112	Current microbiology	Pseudopontivivens aestuariicola gen. nov., sp. nov., a Novel Bacterium of the Class Alphaproteobacteria Isolated from a Tidal Flat.	2018	Department of Food Science and Biotechnology, Sungkyunkwan University, Jangan-gu, Suwon, South Korea.	south korea
113	International journal of systematic and evolutionary microbiology	Petroclostridium xylanilyticum gen. nov., sp. nov., a xylan-degrading bacterium isolated from an oilfield, and reclassification of clostridial cluster III members into four novel genera in a new Hungateiclostridiaceae fam. nov.	2018	1​Key Laboratory of Development and Application of Rural Renewable Energy, Biogas Institute of Ministry of Agriculture, Chengdu 610041, PR China.	china
114	International journal of systematic and evolutionary microbiology	Dyella halodurans sp. nov., isolated from lower subtropical forest soil.	2018	State Key Laboratory of Biocontrol, School of Life Sciences, Sun Yat-sen University, Guangzhou 510275, PR China.	china
115	Current microbiology	Brevundimonas mongoliensis sp. nov., A Novel Psychrotolerant Bacterium Isolated from Oil-Contaminated Soil.	2018	Department of Life Science, College of Natural Sciences, Kyonggi University, Suwon, Gyeonggi-Do, 16227, South Korea.	south korea
116	International journal of systematic and evolutionary microbiology	Motiliproteus coralliicola sp. nov., a bacterium isolated from coral.	2018	1​Guangxi Key Laboratory on the Study of Coral Reefs in the South China Sea, Nanning 530004, PR China.	china
117	International journal of systematic and evolutionary microbiology	Lactobacillus porci sp. nov., isolated from small intestine of a swine.	2018	1​Biological Resource Center, Korea Research Institute of Bioscience and Biotechnology, Jeongeup, Republic of Korea.	south korea
118	International journal of systematic and evolutionary microbiology	Acinetobacter wuhouensis sp. nov., isolated from hospital sewage.	2018	1​Center of Infectious Diseases, West China Hospital, Sichuan University, Chengdu, PR China.	china
119	Archives of microbiology	Rhodanobacter ginsengiterrae sp. nov., an antagonistic bacterium against root rot fungal pathogen Fusarium solani, isolated from ginseng rhizospheric soil.	2018	Department of Oriental Medicinal Biotechnology, Kyung Hee University, Seocheon-dong, Giheung-gu, Yongin, Gyeonggi, 17104, Republic of Korea.	south korea
120	International journal of systematic and evolutionary microbiology	Flagellimonas aquimarina sp. nov., and transfer of Spongiibacterium flavum Yoon and Oh 2012 and S. pacificum Gao et al. 2015 to the genus Flagellimonas Bae et al. 2007 as Flagellimonas flava comb. nov. and F. pacifica comb. nov., respectively.	2018	1​Department of Biology, College of Life Science and Natural Resources, Sunchon National University, Suncheon 57922, Republic of Korea.	south korea
121	International journal of systematic and evolutionary microbiology	Simulacricoccus ruber gen. nov., sp. nov., a microaerotolerant, non-fruiting, myxospore-forming soil myxobacterium and emended description of the family Myxococcaceae.	2018	1​Department of Microbial Natural Products (MINS), Helmholtz Institute for Pharmaceutical Research Saarland (HIPS) - Helmholtz Centre for Infection Research (HZI), Saarland University Campus Building E8 1, 66123 Saarbrücken, Germany.	germany
122	International journal of systematic and evolutionary microbiology	Thauera hydrothermalis sp. nov., a thermophilic bacterium isolated from hot spring.	2018	1​State Key Laboratory of Microbial Resources, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, PR China.	china
123	International journal of systematic and evolutionary microbiology	Ottowia oryzae sp. nov., isolated from Andong sikhye, a Korean traditional rice beverage.	2018	Agricultural Microbiology Division, National Institute of Agricultural Sciences, Rural Development Administration, Wanju-gun, Jeollabuk-do 565-851, Republic of Korea.	south korea
124	International journal of systematic and evolutionary microbiology	Streptacidiphilus pinicola sp. nov., isolated from pine grove soil.	2018	1​Department of Microbiology and Molecular Biology, College of Bioscience and Biotechnology, Chungnam National University, 99, Daehak-ro, Yuseong-gu, Daejeon 34134, Republic of Korea.	south korea
125	International journal of systematic and evolutionary microbiology	Marinobacter fuscus sp. nov., a marine bacterium of Gammaproteobacteria isolated from surface seawater.	2018	1​Key Laboratory of Marine Ecosystem and Biogeochemistry, Second Institute of Oceanography, State Oceanic Administration, Hangzhou 310012, PR China.	china
126	International journal of systematic and evolutionary microbiology	Flavobacterium chryseum sp. nov. and Flavobacterium psychroterrae sp. nov., novel environmental bacteria isolated from Antarctica.	2018	1​Czech Collection of Microorganisms, Department of Experimental Biology, Masaryk University, Kamenice 5, 625 00 Brno, Czech Republic.	czech republic
127	International journal of systematic and evolutionary microbiology	Agaribacter flavus sp. nov., isolated from red algae.	2018	1​College of Marine Science, Shandong University, Weihai 264209, PR China.	china
128	International journal of systematic and evolutionary microbiology	Actinomadura deserti sp. nov., isolated from desert soil.	2018	1​The Key Laboratory of Biotechnology for Medicinal Plant of Jiangsu Province, School of Life Science, Jiangsu Normal University, Xuzhou, Jiangsu, PR China.	china
129	International journal of systematic and evolutionary microbiology	Primorskyibacter marinus sp. nov., isolated from coastal sediment.	2018	1​College of Marine Science, Shandong University, Weihai, 264209, PR China.	china
130	Current microbiology	Spirillospora tritici sp. nov., a Novel Actinomycete Isolated from Rhizosphere Soil of Triticum aestivum L.	2018	State Key Laboratory for Biology of Plant Disease and Insect Pests, Institute of Plant Protection, Chinese Academy of Agricultural Science, No. 2 Yuan-ming-yuan West Street, Beijing, 100193, People's Republic of China.	china
131	International journal of systematic and evolutionary microbiology	Paludirhabdus telluriireducens gen. nov., sp. nov. and Paludirhabdus pumila sp. nov., isolated from soil of a mountain wetland and emended description of Gorillibacterium massiliense.	2018	Department of Microbiology, College of Natural Sciences, Dankook University, Cheonan 31116, Republic of Korea.	south korea
132	International journal of systematic and evolutionary microbiology	Bacillus acanthi sp. nov., isolated from the rhizosphere soil of a mangrove plant Acanthus ilicifolius.	2018	1​Shenzhen Key Laboratory of Marine Bioresource and Eco-environmental Science, Shenzhen Engineering Laboratory for Marine Algal Biotechnology, College of Life Sciences and Oceanography, Shenzhen University, Shenzhen 518060, PR China.	china
133	International journal of systematic and evolutionary microbiology	Glycomyces dulcitolivorans sp. nov., isolated from rhizosphere soil of wheat (Triticum aestivum L.).	2018	1​Key Laboratory of Agriculture Biological Functional Gene of Heilongjiang Provincial Education Committee, Northeast Agricultural University, No. 59 Mucai Street, Xiangfang District, Harbin 150030, PR China.	china
134	International journal of systematic and evolutionary microbiology	Kaistia algarum sp. nov., isolated from a freshwater green alga Paulinella chromatophora.	2018	Department of Life Science, Chung-Ang University, Seoul 06974, Republic of Korea.	south korea
135	International journal of systematic and evolutionary microbiology	Actinomadura rhizosphaerae sp. nov., isolated from rhizosphere soil of the plant Azadirachta indica.	2018	1​Department of Biology, Faculty of Science, Udon Thani Rajabhat University, Udon Thani 41000, Thailand.	thailand
136	International journal of systematic and evolutionary microbiology	Mesorhizobium sanjuanii sp. nov., isolated from nodules of Lotus tenuis in the saline-alkaline lowlands of Flooding Pampa, Argentina.	2018	1​IIB-INTECH (Instituto de Investigaciones Biotecnológicas - Instituto Tecnológico Chascomús), CCT-La Plata, CONICET - Universidad Nacional de San Martín - Avenida Intendente Marino, Km 8.2, (7130) Chascomús, Argentina.	argentina
137	International journal of systematic and evolutionary microbiology	Brevibacterium hankyongi sp. nov., isolated from compost.	2018	1​Department of Biotechnology, Hankyong National University, 327 Chungang-no Anseong-si, Kyonggi-do 17579, Republic of Korea.	south korea
138	Archives of microbiology	Microvirga rosea sp. nov.: a nanoparticle producing bacterium isolated from soil of rose garden.	2018	Department of Food and Nutrition, College of Biotechnology and Natural Resource, Chung-Ang University, Anseong-si, Gyeonggi-do, 17546, Republic of Korea. amdadbge@gmail.com.	south korea
139	International journal of systematic and evolutionary microbiology	Actinomycetospora endophytica sp. nov., isolated from wild orchid (Podochilus microphyllus Lindl.) in Thailand.	2018	1​Department of Microbiology, Faculty of Science, Kasetsart University, 50 Ngam Wong Wan Road, Lat Yao, Chatuchak, Bangkok 10900, Thailand.	thailand
140	International journal of systematic and evolutionary microbiology	Frankia canadensis sp. nov., isolated from root nodules of Alnus incana subspecies rugosa.	2018	1​Ecologie Microbienne, Centre National de la Recherche Scientifique UMR 5557, Université de Lyon, Université Claude Bernard Lyon I, INRA, UMR 1418, Villeurbanne 69622 Cedex, France.	france
