Phylum,Genus
Proteobacteria,Thioalkalibacter
Proteobacteria,Thioalkalicoccus
Proteobacteria,Thioalkalimicrobium
Proteobacteria,Thioalkalispira
Proteobacteria,Thioalkalivibrio
Proteobacteria,Thiobaca
Proteobacteria,Thiobacillus
Proteobacteria,Thiobacimonas
Proteobacteria,Thiobacter
Proteobacteria,Thiobacterium
Proteobacteria,Thiobios
Proteobacteria,Thiocapsa
Proteobacteria,Thioclava
Proteobacteria,Thiococcus
Proteobacteria,Thiocystis
Proteobacteria,Thiodiazotropha
Proteobacteria,Thiodictyon
Proteobacteria,Thiofaba
Proteobacteria,Thiofilum
Proteobacteria,Thioflavicoccus
Proteobacteria,Thioflexothrix
Proteobacteria,Thiofractor
Proteobacteria,Thioglobus
Proteobacteria,Thiogranum
Proteobacteria,Thiohalobacter
Proteobacteria,Thiohalocapsa
Proteobacteria,Thiohalomonas
Proteobacteria,Thiohalophilus
Proteobacteria,Thiohalorhabdus
Proteobacteria,Thiohalospira
Proteobacteria,Thiolamprovum
Proteobacteria,Thiolapillus
Proteobacteria,Thiolinea
Proteobacteria,Thiomargarita
Proteobacteria,Thiomicrorhabdus
Proteobacteria,Thiomicrospira
Proteobacteria,Thiomonas
Proteobacteria,Thiopedia
Proteobacteria,Thiophaeococcus
Proteobacteria,Thiophysa
Proteobacteria,Thiopilula
Proteobacteria,Thioploca
Proteobacteria,Thioprofundum
Proteobacteria,Thiopseudomonas
Proteobacteria,Thioreductor
Proteobacteria,Thiorhodococcus
Proteobacteria,Thiorhodospira
Proteobacteria,Thiorhodovibrio
Proteobacteria,Thiospira
Proteobacteria,Thiospirillum
Proteobacteria,Thiosymbion
Proteobacteria,Thiotaurens
Proteobacteria,Thiothrix
Proteobacteria,Thiovirga
Proteobacteria,Thiovulum
Proteobacteria,Thorsellia
Proteobacteria,Tianweitania
Proteobacteria,Tibeticola
Proteobacteria,Tiedjeia
Proteobacteria,Tistlia
Proteobacteria,Tistrella
Proteobacteria,Tokpelaia
Proteobacteria,Tolumonas
Proteobacteria,Trabulsiella
Proteobacteria,Tranquillimonas
Proteobacteria,Tremblaya
Proteobacteria,Trichorickettsia
Proteobacteria,Tritonibacter
Proteobacteria,Tropicibacter
Proteobacteria,Tropicimonas
Proteobacteria,Tuberoidobacter
Proteobacteria,Turbabacter
Proteobacteria,Turicimonas
Proteobacteria,Uliginosibacterium
Proteobacteria,Ultramicrobacter
Proteobacteria,Umboniibacter
Proteobacteria,Undibacterium
Proteobacteria,Ursidibacter
Proteobacteria,Uruburuella
Proteobacteria,Vadicella
Proteobacteria,Vallotia
Proteobacteria,Variibacter
Proteobacteria,Variovorax
Proteobacteria,Varunaivibrio
Proteobacteria,Ventosimonas
Proteobacteria,Verminephrobacter
Proteobacteria,Verticia
Proteobacteria,Verticiella
Proteobacteria,Vespertiliibacter
Proteobacteria,Vibrio
Proteobacteria,Vidania
Proteobacteria,Viridibacterium
Proteobacteria,Vitiosangium
Proteobacteria,Vitreoscilla
Proteobacteria,Vogesella
Proteobacteria,Volucribacter
Proteobacteria,Vulcaniibacterium
Proteobacteria,Vulgatibacter
Proteobacteria,Wautersia
Proteobacteria,Wenxinia
Proteobacteria,Wenzhouxiangella
Proteobacteria,Westeberhardia
Proteobacteria,Wigglesworthia
Proteobacteria,Woeseia
Proteobacteria,Wohlfahrtiimonas
Proteobacteria,Wolbachia
Proteobacteria,Wolinella
Proteobacteria,Woodsholea
Proteobacteria,Xanthobacter
Proteobacteria,Xanthomonas
Proteobacteria,Xenohaliotis
Proteobacteria,Xenolissoclinum
Proteobacteria,Xenophilus
Proteobacteria,Xenorhabdus
Proteobacteria,Xinfangfangia
Proteobacteria,Xuhuaishuia
Proteobacteria,Xylella
Proteobacteria,Xylophilus
Proteobacteria,Yangia
Proteobacteria,Yersinia
Proteobacteria,Yokenella
Proteobacteria,Yoonia
Proteobacteria,Youhaiella
Proteobacteria,Youngimonas
Proteobacteria,Zavarzinia
Proteobacteria,Zhangella
Proteobacteria,Zhengella
Proteobacteria,Zhizhongheella
Proteobacteria,Zhongshania
Proteobacteria,Zinderia
Proteobacteria,Zobellella
Proteobacteria,Zoogloea
Proteobacteria,Zooshikella
Proteobacteria,Zymobacter
Proteobacteria,Zymomonas
,Pseudogluconobacter
Raymondbacteria,
Rhodothermaeota,
Rhodothermaeota,Rubricoccus
Rhodothermaeota,Rubrivirga
Rhodothermaeota,Salinivenus
Riflebacteria,
Roizmanbacteria,
Rokubacteria,
,Ruminobacillus
Ryanbacteria,
Saccharibacteria,
Saccharibacteria,Saccharimonas
Schekmanbacteria,
Shapirobacteria,
,Smegmaraptor
Spechtbacteria,
Spirochaetes,
Spirochaetes,Alkalispirochaeta
Spirochaetes,Borrelia
Spirochaetes,Borreliella
Spirochaetes,Brachyspira
Spirochaetes,Brevinema
Spirochaetes,Cristispira
Spirochaetes,Exilispira
Spirochaetes,Leptonema
Spirochaetes,Leptospira
Spirochaetes,Marispirochaeta
Spirochaetes,Oceanispirochaeta
Spirochaetes,Pleomorphochaeta
Spirochaetes,Rectinema
Spirochaetes,Salinispira
Spirochaetes,Sediminispirochaeta
Spirochaetes,Sphaerochaeta
Spirochaetes,Spirochaeta
Spirochaetes,Spironema
Spirochaetes,Treponema
Spirochaetes,Turneriella
Staskawiczbacteria,
,Stibiobacter
,Streptofusia
Sungbacteria,
Synergistetes,
Synergistetes,Acetomicrobium
Synergistetes,Aminiphilus
Synergistetes,Aminivibrio
Synergistetes,Aminobacterium
Synergistetes,Aminomonas
Synergistetes,Anaerobaculum
Synergistetes,Cloacibacillus
Synergistetes,Dethiosulfovibrio
Synergistetes,Fretibacterium
Synergistetes,Jonquetella
Synergistetes,Lactivibrio
Synergistetes,Pacaella
Synergistetes,Pyramidobacter
Synergistetes,Rarimicrobium
Synergistetes,Synergistes
Synergistetes,Tammella
Synergistetes,Thermanaerovibrio
Synergistetes,Thermovirga
Tagabacteria,
Taylorbacteria,
Tectomicrobia,
Tectomicrobia,Entotheonella
Tenericutes,
Tenericutes,Acholeplasma
Tenericutes,Anaeroplasma
Tenericutes,Asteroleplasma
Tenericutes,Bacilloplasma
Tenericutes,Entomoplasma
Tenericutes,Hepatoplasma
Tenericutes,Izimaplasma
Tenericutes,Lumbricincola
Tenericutes,Marinoplasma
Tenericutes,Mesoplasma
Tenericutes,Moeniiplasma
Tenericutes,Mycoplasma
Tenericutes,Phytoplasma
Tenericutes,Pluraplasma
Tenericutes,Spiroplasma
Tenericutes,Ureaplasma
Terrybacteria,
,Thermobaculum
Thermodesulfobacteria,
Thermodesulfobacteria,Caldimicrobium
Thermodesulfobacteria,Geothermobacterium
Thermodesulfobacteria,Thermodesulfatator
Thermodesulfobacteria,Thermodesulfobacterium
Thermodesulfobacteria,Thermosulfurimonas
Thermodesulfobacteria,Thermosulfuriphilus
Thermotogae,
Thermotogae,Athalassotoga
Thermotogae,Defluviitoga
Thermotogae,Fervidobacterium
Thermotogae,Geotoga
Thermotogae,Kosmotoga
Thermotogae,Marinitoga
Thermotogae,Mesoaciditoga
Thermotogae,Mesotoga
Thermotogae,Oceanotoga
Thermotogae,Petrotoga
Thermotogae,Pseudothermotoga
Thermotogae,Thermococcoides
Thermotogae,Thermopallium
Thermotogae,Thermosipho
Thermotogae,Thermotoga
Uhrbacteria,
Veblenbacteria,
,Vecturithrix
,Vermiphilus
Verrucomicrobia,
Verrucomicrobia,Akkermansia
Verrucomicrobia,Alterococcus
Verrucomicrobia,Brevifollis
Verrucomicrobia,Cephaloticoccus
Verrucomicrobia,Cerasicoccus
Verrucomicrobia,Chthoniobacter
Verrucomicrobia,Coraliomargarita
Verrucomicrobia,Didemnitutus
Verrucomicrobia,Didymococcus
Verrucomicrobia,Diplosphaera
Verrucomicrobia,Ereboglobus
Verrucomicrobia,Fucophilus
Verrucomicrobia,Haloferula
Verrucomicrobia,Lacunisphaera
Verrucomicrobia,Lentimonas
Verrucomicrobia,Limisphaera
Verrucomicrobia,Luteolibacter
Verrucomicrobia,Methylacidimicrobium
Verrucomicrobia,Methylacidiphilum
Verrucomicrobia,Methyloacida
Verrucomicrobia,Oleiharenicola
Verrucomicrobia,Opitutus
Verrucomicrobia,Pedosphaera
Verrucomicrobia,Pelagicoccus
Verrucomicrobia,Persicirhabdus
Verrucomicrobia,Prosthecobacter
Verrucomicrobia,Puniceicoccus
Verrucomicrobia,Roseibacillus
Verrucomicrobia,Roseimicrobium
Verrucomicrobia,Rubritalea
Verrucomicrobia,Ruficoccus
Verrucomicrobia,Terrimicrobium
Verrucomicrobia,Udaeobacter
Verrucomicrobia,Verrucomicrobium
Verrucomicrobia,Xiphinematobacter
Vogelbacteria,
Wallbacteria,
Wildermuthbacteria,
Wirthbacteria,
Woesebacteria,
Wolfebacteria,
Woykebacteria,
Yanofskybacteria,
Yonathbacteria,
Zambryskibacteria,
